invoice_number,status,invoice_date,submission_date,po_load,customer,customer_raw,age,invoice_amount,funded,reserves,reserves_excel,released_reserves,fees,carrier,carrier_invoice,carrier_pay,source_sheet,released,release_date,release_amount,release_source
38879,,,,,Gofo Express,GOFO EXPRESS,,650.0,117.5,32.5,32.5,32.5,,MJ TRANSPORT OF ORLANDO LLC,,500.0,MAR 2026 INV,true,2026-04-08,32.5,flexent
38939,,,,,Gofo Express,GOFO EXPRESS,,7000.0,450.0,350.0,350.0,350.0,,TWIN CITIES XPRESS LLC,,6200.0,MAR 2026 INV,true,,350.0,triumph
38975,,,,,Rentex,Rentex-Massachusetts,,1125.0,318.75,56.25,56.25,,,Capacity Express,,750.0,MAR 2026 INV,true,2026-04-21,56.25,flexent
39002,,,,,Rentex,RENTEX,,900.0,105.0,45.0,45.0,,,SAFEWAY TRUCK LINES LLC,,750.0,MAR 2026 INV,true,2026-04-21,45.0,flexent
39003,,,,,Rentex,RENTEX MASSACHUSETTS,,900.0,105.0,45.0,45.0,,,SAFEWAY TRUCK LINES,,750.0,MAR 2026 INV,true,2026-04-21,45.0,flexent
39034,,,,,Gofo Express,GOFO EXPRESS,,650.0,117.5,32.5,32.5,32.5,,MJ TRANSPORT OF ORLANDO LLC,,500.0,MAR 2026 INV,true,,32.5,triumph
39050,,,,,Rentex,RENTEX MASSACHUSETTS,,993.0,343.35,49.65,49.65,,,MIGLANI TRUCKING LLC,,600.0,MAR 2026 INV,true,2026-04-21,49.65,flexent
39051,,,,,Rentex,Rentex-Massachusetts,,993.0,253.35,49.65,49.65,,,Arauzespinoza,,690.0,MAR 2026 INV,true,2026-04-21,49.65,flexent
39073,,,,,Rentex,Rentex-Massachusetts,,700.0,115.0,35.0,35.0,,,Capacity Express,,550.0,MAR 2026 INV,true,2026-04-21,35.0,flexent
39074,,,,,Rentex,RENTEX MASSACHUSETTS,,500.0,125.0,25.0,25.0,,,FAVORED ELITE LLC,,350.0,MAR 2026 INV,true,2026-04-21,25.0,flexent
39084,,,,,Rentex,RENTEX MASSACHUSETTS,,1350.0,132.5,67.5,67.5,,,R & BG TRANSPORT LLC,,1150.0,MAR 2026 INV,true,2026-04-21,67.5,flexent
39085,,,,,Rentex,Rentex-Massachusetts,,1350.0,182.5,67.5,67.5,,,Capacity Express,,1100.0,MAR 2026 INV,true,2026-04-21,67.5,flexent
39100,,,,,Rentex,RENTEX MASSACHUSETTS,,1250.0,287.5,62.5,62.5,,,YEMA FREIGHT LLC,,900.0,MAR 2026 INV,true,2026-04-21,62.5,flexent
39106,,,,,Rentex,RENTEX MASSACHUSETTS,,1200.0,340.0,60.0,60.0,,,E A HUEJUCAR TRANSPORT LLC,,800.0,MAR 2026 INV,true,2026-04-21,60.0,flexent
39109,,,,,Rentex,RENTEX MASSACHUSETTS,,925.0,228.75,46.25,46.25,,,POINT TO POINT TRANSPORTATION LLC,,650.0,MAR 2026 INV,true,2026-04-21,46.25,flexent
39141,,,,,Rentex,RENTEX MASSACHUSETTS,,650.0,-172.5,32.5,32.5,,,TIM P LE,,790.0,MAR 2026 INV,true,2026-04-21,32.5,flexent
39142,,,,,Rentex,RENTEX MASSACHUSETTS,,650.0,-32.5,32.5,32.5,,,ARAUZESPINOZA,,650.0,MAR 2026 INV,true,2026-04-21,32.5,flexent
39143,,,,,Rentex,RENTEX MASSACHUSETTS,,650.0,-32.5,32.5,32.5,,,ARAUZESPINOZA,,650.0,MAR 2026 INV,true,2026-04-21,32.5,flexent
39174,,,,,Rentex,Rentex-Massachusetts,,1025.0,323.75,51.25,51.25,,,HM Transportes LLC (MC-1668335)-SPX,,650.0,MAR 2026 INV,true,2026-04-21,51.25,flexent
39197,,,,,Insomniac,Insomniac / Nighht OWl,,960.0,-188.0,48.0,48.0,,,J&F Freight LLC,,1100.0,MAR 2026 INV,false,,,
39213,,,,,Rentex,Rentex - Dallas,,900.0,255.0,45.0,45.0,,,LONG HAULERS EXPEDITED SERVICES LLC,,600.0,MAR 2026 INV,true,2026-04-21,45.0,flexent
39244,,,,,Rentex,Rentex-Massachusetts,,1250.0,137.5,62.5,62.5,,,Capacity Express,,1050.0,MAR 2026 INV,true,2026-04-21,62.5,flexent
39294,,,,,Rentex,Rentex-Massachusetts,,750.0,212.5,37.5,37.5,,,Capacity Express,,500.0,MAR 2026 INV,true,2026-04-21,37.5,flexent
39359,,,,,Rentex,RENTEX MASSACHUSETTS,,950.0,102.5,47.5,47.5,,,CROWN AUTO CARRIERS INC,,800.0,MAR 2026 INV,true,2026-04-21,47.5,flexent
37845,,,,,Rentex,RENTEX MASSACHUSETTS,,1385.0,265.75,69.25,69.25,,,FLEMM TRANSPORT SERVICE,,1050.0,MAR 2026 INV,false,,,
38442,,,,,Rentex,RENTEX MASSACHUSETTS,,285.0,-379.25,14.25,14.25,,,LETICIA TRANS,,650.0,MAR 2026 INV,false,,,
38667,,,,,Insync Productions,INSYNC PRODUCTIONS,,300.0,135.0,15.0,15.0,,,ASBER EXPRESS,,150.0,MAR 2026 INV,true,2026-05-04,15.0,flexent
38760,,,,,Rentex,RENTEX MASSACHUSETTS,,1200.0,140.0,60.0,60.0,,,OUR HOUSE IS A HOME TRANSPORTATION,,1000.0,MAR 2026 INV,false,,,
39104,,,,,Rentex,Rentex - MA,,1500.0,150.0,75.0,75.0,,,"Big Ant's Transport, LLC",,1275.0,MAR 2026 INV,true,2026-05-01,75.0,flexent
39112,,,,,Rentex,RENTEX MASSACHUSETTS,,3400.0,230.0,170.0,170.0,,,RANGE X TRANS LLC,,3000.0,MAR 2026 INV,false,,,
39250,,,,,Rentex,RENTEX MASSACHUSETTS,,1000.0,175.0,50.0,50.0,,,ALWAYS THERE LOGISTICS INC,,775.0,MAR 2026 INV,false,,,
38863,,,,,Rentex,Rentex - MA,,750.0,212.5,37.5,37.5,,,"Gueros Logistics, LLC",,500.0,MAR 2026 INV,true,2026-05-01,37.5,flexent
38869,,,,,Rentex,Rentex - MA,,1650.0,192.5,82.5,82.5,,,"Five Boys Logistics, Inc.",,1375.0,MAR 2026 INV,true,2026-05-01,82.5,flexent
39105,,,,,Rentex,Rentex - MA,,1600.0,270.0,80.0,80.0,,,Dropping Jewells. Inc,,1250.0,MAR 2026 INV,true,2026-05-01,80.0,flexent
39114,,,,,Rentex,Rentex - MA,,1600.0,70.0,80.0,80.0,,,"Range X Trans, LLC",,1450.0,MAR 2026 INV,true,2026-05-01,80.0,flexent
39132,,,,,Rentex,Rentex - MA,,650.0,-32.5,32.5,32.5,,,Tim P LE,,650.0,MAR 2026 INV,true,2026-05-01,32.5,flexent
39133,,,,,Rentex,Rentex - MA,,300.0,135.0,15.0,15.0,,,Arauzespinoza,,150.0,MAR 2026 INV,true,2026-05-01,15.0,flexent
39134,,,,,Rentex,Rentex - MA,,300.0,135.0,15.0,15.0,,,Arauzespinoza,,150.0,MAR 2026 INV,true,2026-05-01,15.0,flexent
39135,,,,,Rentex,Rentex - MA,,650.0,-282.5,32.5,32.5,,,"Jassar Trans, Inc",,900.0,MAR 2026 INV,true,2026-05-01,32.5,flexent
39136,,,,,Rentex,Rentex - MA,,650.0,-32.5,32.5,32.5,,,"Jadla Transportation, Inc",,650.0,MAR 2026 INV,true,2026-05-01,32.5,flexent
39175,,,,,Rentex,Rentex - MA,,925.0,228.75,46.25,46.25,,,"Divine Delivery Services, Inc.",,650.0,MAR 2026 INV,true,2026-05-01,46.25,flexent
39214,,,,,Rentex,Rentex - MA,,700.0,190.0,35.0,35.0,,,"GKS Logistics, LLC",,475.0,MAR 2026 INV,true,2026-05-01,35.0,flexent
39215,,,,,Rentex,Rentex - MA,,1400.0,155.0,70.0,70.0,,,"Royal Opulence, LLC",,1175.0,MAR 2026 INV,true,2026-05-01,70.0,flexent
39216,,,,,Rentex,Rentex - MA,,1470.0,296.5,73.5,73.5,,,"Royal Opulence, LLC",,1100.0,MAR 2026 INV,true,2026-05-01,73.5,flexent
39246,,,,,Rentex,Rentex - MA,,1100.0,165.0,55.0,55.0,,,"Hauling The Way, LLC",,880.0,MAR 2026 INV,true,2026-05-01,55.0,flexent
39385,,,,,Rentex,Rentex - MA,,450.0,197.5,22.5,22.5,,,Olgas Team Corp,,230.0,MAR 2026 INV,true,2026-05-01,22.5,flexent
39408,,,,,Rentex,Rentex - NV,,800.0,310.0,40.0,40.0,,,United Fleet,,450.0,MAR 2026 INV,true,2026-05-01,40.0,flexent
39145,,2026-04-02,,,Rentex,Rentex - MA,,2650.0,717.5,132.5,132.5,132.5,,"Boxhive Hauling, LLC",,1800.0,APR 2026 INV,true,2026-05-01,132.5,flexent
39340,,2026-04-02,,REF#498805-PO#INV140118,Rentex,Rentex - MA,,1400.0,330.0,70.0,70.0,,,"Urbina Logistics, LLC",,1000.0,APR 2026 INV,true,2026-05-01,70.0,flexent
38976,,2026-04-02,,REF#494860-PO#INV138298,Rentex,Rentex - MA,,1125.0,268.75,56.25,56.25,,,"Mathis & Morris Enterprises, LLC",,800.0,APR 2026 INV,true,2026-05-01,56.25,flexent
38756,,2026-04-02,,REF#484643-PO#INV137398,Rentex,Rentex - MA,,1125.0,128.75,56.25,56.25,,,"Tollfree & Company, LLC",,940.0,APR 2026 INV,true,2026-05-01,56.25,flexent
39420,,2026-04-06,,PO#INV140843,Rentex,RENTEX - MASSACHUSETTS,,3700.0,315.0,185.0,185.0,185.0,,ZAMANI ENTERPRISES,,3200.0,APR 2026 INV,true,,185.0,triumph
491730,,2026-04-06,,PO#INV140409,Rentex,RENTEX - MASSACHUSETTS,,800.0,110.0,40.0,40.0,,,JETSTREAM LOGISTIX,,650.0,APR 2026 INV,false,,,
39072,,2026-04-06,,REF#495289 PO#INV138733,Rentex,RENTEX - MASSACHUSETTS,,700.0,115.0,35.0,35.0,,,LAWRENCE GILBERTO DIVINO JR,,550.0,APR 2026 INV,false,,,
39147,,2026-04-06,,REF#496178  PO#INV139108,Rentex,RENTEX - MASSACHUSETTS,,1650.0,217.5,82.5,82.5,,,LBLMX LOGISTICS LLC,,1350.0,APR 2026 INV,false,,,
39400,,2026-04-06,,*109968,On Services,ON SERVICES,,3800.0,610.0,190.0,190.0,,,ZED EXPRESS LLC,,3000.0,APR 2026 INV,false,,,
39399,,2026-04-06,,*109966,On Services,ON SERVICES,,3800.0,860.0,190.0,190.0,,,LANDSTAR RANGER,,2750.0,APR 2026 INV,false,,,
39398,,2026-04-06,,PO#109965,On Services,ON SERVICES,,3800.0,860.0,190.0,190.0,,,LANDSTAR RANGER,,2750.0,APR 2026 INV,false,,,
39297,,2026-04-07,,INV139920,Rentex,Rentex - MA,,1200.0,190.0,60.0,60.0,60.0,,"SM Horizon, LLC",,950.0,APR 2026 INV,true,,60.0,triumph
39418,,2026-04-07,,PO#INV140808,Rentex,Rentex - MA,,7300.0,1635.0,365.0,365.0,365.0,,Frederick Sutherland,,5300.0,APR 2026 INV,true,,365.0,triumph
2000499,,2026-04-07,,PO#INV140904,Rentex,Rentex - MA,,1100.0,145.0,55.0,55.0,55.0,,Zamudio's Trucking,,900.0,APR 2026 INV,true,2026-05-01,55.0,flexent
39417,,2026-04-06,,*109966,On Services,ON SERVICES,,2400.0,580.0,120.0,120.0,,,AGGRANDIZE LLC,,1700.0,APR 2026 INV,false,,,
39341,,2026-04-08,,INV140118,Rentex,Rentex - MA,,1400.0,330.0,70.0,70.0,70.0,,"HAC Transportation, LLC",,1000.0,APR 2026 INV,true,,70.0,triumph
39302,,2026-04-08,,139935.0,Rentex,Rentex - MA,,900.0,255.0,45.0,45.0,45.0,,"Hurana Enterprises, LLC",,600.0,APR 2026 INV,true,,45.0,triumph
39401,,2026-04-09,,109965.0,On Services,On-Services,,3800.0,910.0,190.0,190.0,,,"Proforward, Inc",,2700.0,APR 2026 INV,false,,,
39419,,2026-04-09,,109966.0,On Services,On-Services,,3800.0,610.0,190.0,190.0,,,"G R Express, Inc",,3000.0,APR 2026 INV,false,,,
39403,,2026-04-09,,109968.0,On Services,On-Services,,3800.0,710.0,190.0,190.0,,,"PFO Trucking, LLC",,2900.0,APR 2026 INV,false,,,
39303,,2026-04-09,,139935.0,Rentex,Rentex - MA,,650.0,167.5,32.5,32.5,32.5,,Fiable Zahara Logistics,,450.0,APR 2026 INV,true,,32.5,triumph
39298,,2026-04-13,,139920.0,Rentex,Rentex AV,,950.0,152.5,47.5,47.5,47.5,,Kater Praice Transport Corp,,750.0,APR 2026 INV,true,,47.5,triumph
503891,,2026-04-12,,141217.0,Rentex,Rentex AV,,850.0,207.5,42.5,42.5,42.5,,Arauzespinoza,,600.0,APR 2026 INV,true,,42.5,triumph
504470,,2026-04-13,,141236.0,Rentex,Rentex AV,,950.0,202.5,47.5,47.5,47.5,,"2131 Transportation, LLC",,700.0,APR 2026 INV,true,,47.5,triumph
504652,,2026-04-12,,141285.0,Rentex,Rentex - MA,,600.0,170.0,30.0,30.0,30.0,,"Mercedes & Sons, LLC",,400.0,APR 2026 INV,true,,30.0,triumph
502401,,2026-04-13,,141401.0,Rentex,Rentex AV,,500.0,200.0,25.0,25.0,25.0,,"KJ Transport & Hauling, LLC",,275.0,APR 2026 INV,true,,25.0,triumph
476717,,2026-04-10,,141447.0,Rentex,Rentex - MA,,750.0,212.5,37.5,37.5,,,"OnPoint Delivery Services, LLC",,500.0,APR 2026 INV,false,,,
506252,,2026-04-13,,141716.0,Rentex,Rentex AV,,950.0,-97.5,47.5,47.5,,,"S3 Expediting, LLC",,1000.0,APR 2026 INV,false,,,
2000751,,2026-04-14,,141705.0,Rentex,Rentex - MA,,1402.0,280.9,70.1,70.1,,,"Triumph Trucking, LLC",,1051.0,APR 2026 INV,false,,,
2000686,,2026-04-14,,141447.0,Rentex,Rentex - MA,,750.0,212.5,37.5,37.5,,,Triple M Cleaning and Trucking,,500.0,APR 2026 INV,false,,,
2000678,,2026-04-14,,141447.0,Rentex,Rentex - MA,,750.0,162.5,37.5,37.5,37.5,,"Salcido Trucking, LLC",,550.0,APR 2026 INV,true,,37.5,triumph
2000682,,2026-04-14,,141447.0,Rentex,Rentex - MA,,750.0,212.5,37.5,37.5,37.5,,"Fresh Wind Express Delivery Services, LLC",,500.0,APR 2026 INV,true,,37.5,triumph
2000174,,2026-04-14,,138664.0,Rentex,Rentex - MA,,950.0,202.5,47.5,47.5,47.5,,"Shang Brother, Inc",,700.0,APR 2026 INV,true,,47.5,triumph
2000175,,2026-04-14,,139647.0,Rentex,Rentex - MA,,800.0,160.0,40.0,40.0,40.0,,"Dorsey Trucking & Transportation, LLC",,600.0,APR 2026 INV,true,,40.0,triumph
2000501,,2026-04-14,,109966.0,On Services,On-Services,,3800.0,860.0,190.0,190.0,,,"Landstar Ranger, Inc",,2750.0,APR 2026 INV,false,,,
2000181,,2026-04-16,,138664.0,Rentex,Rentex MA,,750.0,112.5,37.5,37.5,,,Total Outsourcing Logistics,,600.0,APR 2026 INV,false,,,
2000640,,2026-04-16,,141285.0,Rentex,Rentex MA,,600.0,170.0,30.0,30.0,,,Pinnacle Freight and Logistics,,400.0,APR 2026 INV,false,,,
2000677,,2026-04-16,,141447.0,Rentex,Rentex AV,,950.0,315.0,47.5,47.5,,,AL & C Transport,,587.5,APR 2026 INV,false,,,
2000679,,2026-04-16,,141447.0,Rentex,Rentex AV,,750.0,212.5,37.5,37.5,,,ValPac Trucking,,500.0,APR 2026 INV,false,,,
2000680,,2026-04-16,,141447.0,Rentex,Rentex AV,,750.0,162.5,37.5,37.5,,,Tucker Family Freight,,550.0,APR 2026 INV,false,,,
2000681,,2026-04-16,,141447.0,Rentex,Rentex AV,,750.0,127.5,37.5,37.5,,,Pushing P Transportation,,585.0,APR 2026 INV,false,,,
2000803,,2026-04-16,,141285.0,Rentex,Rentex AV,,675.0,241.25,33.75,33.75,,,Lauren Florida Trucks,,400.0,APR 2026 INV,false,,,
2000898,,2026-04-16,,142176.0,Rentex,Rentex MA,,950.0,352.5,47.5,47.5,,,Essentialy Soft,,550.0,APR 2026 INV,false,,,
2000592,,2026-04-20,,141151.0,Rentex,Rentex MA,,1050.0,147.5,52.5,52.5,,,Glory Trans,,850.0,APR 2026 INV,false,,,
2000601,,2026-04-20,,141217.0,Rentex,Rentex MA,,750.0,112.5,37.5,37.5,,,Tim P Le,,600.0,APR 2026 INV,false,,,
2000613,,2026-04-20,,141236.0,Rentex,Rentex MA,,950.0,152.5,47.5,47.5,,,Joanne Enterprise,,750.0,APR 2026 INV,false,,,
2000657,,2026-04-20,,141401.0,Rentex,Rentex MA,,500.0,175.0,25.0,25.0,,,Go Get EmGirl,,300.0,APR 2026 INV,false,,,
2000851,,2026-04-20,,142058.0,Rentex,Rentex MA,,950.0,202.5,47.5,47.5,,,Lets Go Transportation,,700.0,APR 2026 INV,false,,,
2000852,,2026-04-20,,142060.0,Rentex,Rentex MA,,850.0,307.5,42.5,42.5,,,Apexx Express,,500.0,APR 2026 INV,false,,,
2000888,,2026-04-20,,142159.0,Rentex,Rentex MA,,800.0,160.0,40.0,40.0,,,YOS Borrell Trucking,,600.0,APR 2026 INV,false,,,
2000902,,2026-04-20,,142192.0,Rentex,Rentex MA,,650.0,267.5,32.5,32.5,,,United Fleet Corp,,350.0,APR 2026 INV,false,,,
2000914,,2026-04-20,,142223.0,Rentex,Rentex Main,,2000.0,500.0,100.0,100.0,,,McMurray Brothers,,1400.0,APR 2026 INV,false,,,
2000928,,2026-04-20,,110652.0,On Services,On Services,,650.0,217.5,32.5,32.5,,,QuickLink Global,,400.0,APR 2026 INV,false,,,
2000952,,2026-04-20,,142453.0,Rentex,Rentex MA,,550.0,242.5,27.5,27.5,,,Stargate Express,,280.0,APR 2026 INV,false,,,
2000953,,2026-04-20,,142487.0,Rentex,Rentex MA,,900.0,255.0,45.0,45.0,,,2131 Transport,,600.0,APR 2026 INV,false,,,
2000955,,2026-04-20,,142485.0,Rentex,Rentex MA,,750.0,162.5,37.5,37.5,,,MO Transtportaion,,550.0,APR 2026 INV,false,,,
2000956,,2026-04-20,,142485.0,Rentex,Rentex MA,,750.0,318.75,37.5,37.5,,,MSA Express,,393.75,APR 2026 INV,false,,,
2000719,,2026-04-22,,110428.0,On Services,On Services,,6250.0,687.5,312.5,312.5,,,Landstar Ranger,,5250.0,APR 2026 INV,false,,,
2000726,,2026-04-22,,110426.0,On Services,On Services,,5750.0,962.5,287.5,287.5,,,Show Freight,,4500.0,APR 2026 INV,false,,,
2000734,,2026-04-22,,110425.0,On Services,On Services,,5750.0,962.5,287.5,287.5,,,Landstar Ranger,,4500.0,APR 2026 INV,false,,,
2000896,,2026-04-22,,142171.0,Rentex,Rentex MA,,900.0,-45.0,45.0,45.0,,,Nena Trans,,900.0,APR 2026 INV,false,,,
2000987,,2026-04-22,,142681.0,Rentex,Rentex MA,,2550.0,647.5,127.5,127.5,,,YNR Freight,,1775.0,APR 2026 INV,false,,,
2000525,,2026-04-24,,140966.0,Rentex,Rentex,,800.0,160.0,40.0,40.0,,,Mikes Delivery Service,,600.0,APR 2026 INV,false,,,
2000593,,2026-04-24,,141151.0,Rentex,Rentex,,925.0,178.75,46.25,46.25,,,Lets Go Transport,,700.0,APR 2026 INV,false,,,
2000641,,2026-04-24,,141288.0,Rentex,Rentex,,2000.0,100.0,100.0,100.0,,,One Way Logistics,,1800.0,APR 2026 INV,false,,,
2000648,,2026-04-24,,141314.0,Rentex,Rentex,,600.0,195.0,30.0,30.0,,,Pinnacle Freight,,375.0,APR 2026 INV,false,,,
2000954,,2026-04-24,,142487.0,Rentex,Rentex,,750.0,112.5,37.5,37.5,,,Z&C Logistics,,600.0,APR 2026 INV,false,,,
2000957,,2026-04-24,,142485.0,Rentex,Rentex,,750.0,320.0,37.5,37.5,,,Reaching Milestone,,392.5,APR 2026 INV,false,,,
2000958,,2026-04-24,,142485.0,Rentex,Rentex,,750.0,312.5,37.5,37.5,,,No Choice Inc,,400.0,APR 2026 INV,false,,,
2000962,,2026-04-24,,142507.0,Rentex,Rentex,,3850.0,157.5,192.5,192.5,,,SWT Trucking,,3500.0,APR 2026 INV,false,,,
2001018,,2026-04-24,,110786.0,On Services,On Services,,850.0,257.5,42.5,42.5,,,Noe Logistics,,550.0,APR 2026 INV,false,,,
2001051,,2026-04-24,,142894.0,Rentex,Rentex,,800.0,160.0,40.0,40.0,,,Randy Boyz Trans,,600.0,APR 2026 INV,false,,,
2000559,,2026-04-24,,110266.0,On Services,On Services,,5750.0,462.5,287.5,287.5,,,Landstar Ranger,,5000.0,APR 2026 INV,false,,,
2000890,,2026-04-24,,142159.0,Rentex,Rentex,,700.0,165.0,35.0,35.0,,,YOS Borrell,,500.0,APR 2026 INV,false,,,
2000903,,2026-04-24,,142192.0,Rentex,Rentex,,650.0,217.5,32.5,32.5,,,SV Logistics,,400.0,APR 2026 INV,false,,,
2001081,,2026-04-24,,141288.0,Rentex,Rentex,,1450.0,527.5,72.5,72.5,,,Tucker Family,,850.0,APR 2026 INV,false,,,
2000988,,2026-04-24,,None,Rentex,Rentex,,2550.0,647.5,127.5,127.5,,,YNR Freight,,1775.0,APR 2026 INV,false,,,
2000508,,2026-04-27,,140358.0,Rentex,Rentex,,1150.0,267.5,57.5,57.5,,,Jose Antonio Family,,825.0,APR 2026 INV,false,,,
2000511,,2026-04-27,,140358.0,Rentex,Rentex,,1150.0,192.5,57.5,57.5,,,No Choice,,900.0,APR 2026 INV,false,,,
2000513,,2026-04-27,,140122.0,Rentex,Rentex,,530.0,53.5,26.5,26.5,,,Brandon Transportation,,450.0,APR 2026 INV,false,,,
2000526,,2026-04-27,,140966.0,Rentex,Rentex,,800.0,260.0,40.0,40.0,,,Route Runners,,500.0,APR 2026 INV,false,,,
2000649,,2026-04-27,,141314.0,Rentex,Rentex,,600.0,170.0,30.0,30.0,,,Dedicated & Dependable,,400.0,APR 2026 INV,false,,,
2000642,,2026-04-27,,141288.0,Rentex,Rentex,,1600.0,220.0,80.0,80.0,,,One Way Logistics,,1300.0,APR 2026 INV,false,,,
2000650,,2026-04-27,,141316.0,Rentex,Rentex,,925.0,178.75,46.25,46.25,,,Lets Go Transportation,,700.0,APR 2026 INV,false,,,
2000710,,2026-04-27,,141521.0,Rentex,Rentex,,1050.0,197.5,52.5,52.5,,,Fully Loaded Trucking,,800.0,APR 2026 INV,false,,,
2000850,,2026-04-27,,142058.0,Rentex,Rentex,,925.0,328.75,46.25,46.25,,,Ecomm Transit,,550.0,APR 2026 INV,false,,,
2000853,,2026-04-27,,142060.0,Rentex,Rentex,,850.0,307.5,42.5,42.5,,,HN Logistics,,500.0,APR 2026 INV,false,,,
2000875,,2026-04-27,,142134.0,Rentex,Rentex,,1000.0,200.0,50.0,50.0,,,Royal Belt Logistics,,750.0,APR 2026 INV,false,,,
2000907,,2026-04-27,,142203.0,Rentex,Rentex,,800.0,160.0,40.0,40.0,,,2131 Transportation,,600.0,APR 2026 INV,false,,,
2001019,,2026-04-27,,110786.0,On Services,On Services,,850.0,307.5,42.5,42.5,,,McGowan Logistics,,500.0,APR 2026 INV,false,,,
2001053,,2026-04-27,,142934.0,Rentex,Rentex,,850.0,307.5,42.5,42.5,,,United Fleet Corp,,500.0,APR 2026 INV,false,,,
2001063,,2026-04-27,,142971.0,Rentex,Rentex,,850.0,157.5,42.5,42.5,,,United Eagles Trucking,,650.0,APR 2026 INV,false,,,
2001082,,2026-04-27,,141288.0,Rentex,Rentex,,1600.0,220.0,80.0,80.0,,,One Way Logistics,,1300.0,APR 2026 INV,false,,,
2000518,,2026-04-29,,140358.0,Rentex,Rentex,,1150.0,192.5,57.5,57.5,,,Wesco Logistics,,900.0,APR 2026 INV,false,,,
2000519,,2026-04-29,,140358.0,Rentex,Rentex,,1150.0,242.5,57.5,57.5,,,Cutu LLC,,850.0,APR 2026 INV,false,,,
2000561,,2026-04-29,,110266.0,On Services,On Services,,6000.0,700.0,300.0,300.0,,,Landstar,,5000.0,APR 2026 INV,false,,,
2000722,,2026-04-29,,110428.0,On Services,On Services,,6250.0,687.5,312.5,312.5,,,Show Freight,,5250.0,APR 2026 INV,false,,,
2000731,,2026-04-29,,110426.0,On Services,On Services,,5750.0,2162.5,287.5,287.5,,,Gamboa Logistics,,3300.0,APR 2026 INV,false,,,
2000735,,2026-04-29,,110425.0,On Services,On Services,,5750.0,962.5,287.5,287.5,,,Landstar Rangers,,4500.0,APR 2026 INV,false,,,
2000804,,2026-04-29,,141901.0,Rentex,Rentex,,1150.0,142.5,57.5,57.5,,,Mendez Trucking,,950.0,APR 2026 INV,false,,,
2000897,,2026-04-29,,142171.0,Rentex,Rentex,,800.0,-190.0,40.0,40.0,,,Segna Transport,,950.0,APR 2026 INV,false,,,
2000932,,2026-04-29,,JKZT0000210,Insync Productions,InSync,,6800.0,160.0,340.0,340.0,,,Simon Logistics,,6300.0,APR 2026 INV,false,,,
2001076,,2026-04-29,,143001.0,Rentex,Rentex,,800.0,260.0,40.0,40.0,,,Havannah Transport,,500.0,APR 2026 INV,false,,,
2001156,,2026-04-29,,110999.0,On Services,On Services,,1200.0,640.0,60.0,60.0,,,Blessed Route Trans,,500.0,APR 2026 INV,false,,,
2001178,,2026-04-29,,,Insomniac,Insomniac,,1200.0,440.0,60.0,60.0,,,CPG Enterprises,,700.0,APR 2026 INV,false,,,
2001201,,2026-04-29,,,Ce,CE,,1.0,-249.0,0.05,0.0,,,O'Mander Courier Group,,250.0,APR 2026 INV,false,,,
2001261,,2026-04-29,,110428.0,On Services,On Services,,1100.0,245.0,55.0,55.0,,,BWP Logistics,,800.0,APR 2026 INV,false,,,
2000805,,2026-04-30,,483136.0,Rentex,Rentex,,1450.0,277.5,72.5,72.5,,,Memorial Logistics,,1100.0,APR 2026 INV,false,,,
2001183,,2026-04-30,,490764.0,Rentex,Rentex,,750.0,212.5,37.5,37.5,,,Florida Freight,,500.0,APR 2026 INV,false,,,
2001206,,2026-04-30,,509810.0,Rentex,Rentex,,650.0,-100.0,32.5,32.5,,,BM Flex,,717.5,APR 2026 INV,false,,,
2001232,,2026-04-30,,502764.0,Rentex,Rentex,,1000.0,250.0,50.0,50.0,,,Newman's Coast to Coast,,700.0,APR 2026 INV,false,,,
2001285,,2026-04-30,,123.0,Ironclad Environmental,Iron Clad,,1700.0,315.0,85.0,85.0,,,Castillos Trucking,,1300.0,APR 2026 INV,false,,,
2001287,,2026-04-30,,123.0,Ironclad Environmental,Iron Clad,,1700.0,415.0,85.0,85.0,,,Taking it Further Fast,,1200.0,APR 2026 INV,false,,,
2001327,,2026-04-30,,Power Only,Capacity Express,Capacity,,1.0,-299.05,0.05,0.05,,,OSR Enterprises,,300.0,APR 2026 INV,false,,,
2001309,,2026-04-30,,111175.0,On Services,On Services,,800.0,210.0,40.0,40.0,,,CBJ Trucking,,550.0,APR 2026 INV,false,,,
2000651,,2026-05-01,,PO#INV141316,Rentex,Rentex,,925.0,178.75,46.25,46.25,,,Lets Go Transport,,700.0,MAY 2026 INV,false,,,
2000721,,2026-05-01,,PO#INV141531,Rentex,Rentex,,600.0,120.0,30.0,30.0,,,Landsea Transportation,,450.0,MAY 2026 INV,false,,,
2000876,,2026-05-01,,PO#INV142134,Rentex,Rentex,,800.0,110.0,40.0,40.0,,,Barcon Enterprises,,650.0,MAY 2026 INV,false,,,
2000909,,2026-05-01,,PO#INV142203,Rentex,Rentex,,800.0,160.0,40.0,40.0,,,United Fleet,,600.0,MAY 2026 INV,false,,,
2001052,,2026-05-01,,PO#INV142894,Rentex,Rentex,,1150.0,192.5,57.5,57.5,,,Nigerian Chips,,900.0,MAY 2026 INV,false,,,
2001064,,2026-05-01,,PO#INV142971,Rentex,Rentex,,850.0,107.5,42.5,42.5,,,JGA Trucking,,700.0,MAY 2026 INV,false,,,
